Funding Agencies	Record Count	% of 94,965
Brazilian National Research Council Of Scientific And Technological Development Cnpq	1	0.001
Brazilian Navy Dhn	1	0.001
Brazilian Navy For The Advancement Of Scientific Oceanographic Investigation	1	0.001
Brazilian Navy Polar Ship Almirante Maximiano	1	0.001
Brazilian Navy Secirm	1	0.001
Brazilian Oil Regulatory Agency Anp	1	0.001
Brazilian Oil Regulatory Agency Anp Agencia Nacional De Petroleo Gas Natural E Biocombustiveis	1	0.001
Brazilian Petroleum Agency Anp	1	0.001
Brazilian Program For Biodiversity Research Ppbio	1	0.001
Brazilian Program In Biodiversity Research Ppbio	1	0.001
Brazilian Project Funding Agency Finep	1	0.001
Brazilian Research Council	1	0.001
Brazilian Research Council Capes Coordenacao De Aperfeicoamento De Pessoal De Nivel Superior	1	0.001
Brazilian Research Network On Climate Change Redeclima	1	0.001
Brazilian Research Network On Global Climate Change Finep Rede Clima	1	0.001
Brazilian Research Network On Global Climate Change Finep Rede Clima Grant	1	0.001
Brazilian Research Network On Global Climate Change Rede Clima Finep Grant	1	0.001
Brazilian Research Network On Global Climate Changes Rede Clima	1	0.001
Brazilian Research Network On Global Climate Changes Rede Clima Finep	1	0.001
Brazilian Scholarships From The Brazilian Research Council Cnpq	1	0.001
Brazilian Science Without Borders Program	1	0.001
Brazilian Scientific Committee Capes	1	0.001
Brazilian Secretariat Of The Inter Ministerial Commission For The Sea Resources Secirm	1	0.001
Brea	1	0.001
Bremen Cluster Of Excellence Marum German Science Foundation Dfg	1	0.001
Bremen Government	1	0.001
Bremen University	1	0.001
Brest Metropole Oceane Bmo	1	0.001
Brestmetropole	1	0.001
Brg	1	0.001
Brgm Ccra Climate Change Risks And Adaptation Project	1	0.001
Brgm Histo Stat Project	1	0.001
Brgm Research Project Riscote	1	0.001
Brgm Through The Adaptation To Climate Change Risks Project	1	0.001
Brgm Under The Eo Science For Society	1	0.001
Brian Mason Foundation	1	0.001
Brian Mason Science And Technical Trust	1	0.001
Brian Mason Technical Trust	1	0.001
Brian Robinson Fellowship	1	0.001
Brics Multilateral Rd Project	1	0.001
Brics Science Technology And Innovation Framework Programme Brics Sti Fp From The Department Of Science And Technology India	1	0.001
Bridgestone	1	0.001
Bridging The Gap In Innovations For Disasters Brigaid Project	1	0.001
Bridging The Gaps	1	0.001
Brigham Young University S Department Of Biology	1	0.001
Bright Dream Joint Institute For Intelligent Robotics	1	0.001
Bringing Wetlands To Market A Noaa Nerrs Collaborative	1	0.001
Brink Mclean Grasslands Conservation Fund The Nature Trust Of B C	1	0.001
Bristol Quantum Engineering Centre For Doctoral Training Epsrc Grant	1	0.001
British And The Swiss Cooperation	1	0.001
British Antarctic Survey Bas Bcf	1	0.001
British Antarctic Survey Bas Grades Qwad	1	0.001
British Antarctic Survey Bas Programme Polar Science For Planet Earth	1	0.001
British Antarctic Survey Collaboration Grant	1	0.001
British Antarctic Survey Ecosystems Programme	1	0.001
British Antarctic Survey Funding Bas Pspe	1	0.001
British Antarctic Survey Geology And Geophysics Team	1	0.001
British Antarctic Survey Glacial Retreat	1	0.001
British Antarctic Survey Grades Qwad	1	0.001
British Antarctic Survey Innovation Voucher Fund	1	0.001
British Antarctic Survey National Capability Program Under The Uk S Official Development Assistance Provisions Nerc	1	0.001
British Antarctic Survey Natural Environment Research Council Nerc Polar Science For Planet Earth Programme	1	0.001
British Antarctic Survey Natural Environmental Research Council	1	0.001
British Antarctic Survey Nerc	1	0.001
British Antarctic Survey Polar Science For Planet Earth Program	1	0.001
British Antarctic Survey Research Programme Polar Science For Planet Earth	1	0.001
British Antarctic Survey S Ice Sheets	1	0.001
British Antarctic Survey S Polar Science For Planet Earth Programme	1	0.001
British Antarctic Survey Through Its Polar Science For Planet Earth Program	1	0.001
British Association	1	0.001
British Atmospheric Data Centre	1	0.001
British Birds	1	0.001
British Columbia Forest Improvement And Research Management Branch	1	0.001
British Columbia Forest Science Program	1	0.001
British Columbia Knowledge Development Fund Infrastructure Grant	1	0.001
British Council Alliance Egide	1	0.001
British Council And Us State Department Global Innovation Initiative	1	0.001
British Council Egide Alliance Franco British Research Partnership Programme	1	0.001
British Council Entente Cordiale Scheme	1	0.001
British Council Hefce	1	0.001
British Council Institutional Links Grant University Of Southampton University Of San Carlos	1	0.001
British Council La Caixa Fellowship	1	0.001
British Council Newton Fund	1	0.001
British Council Pakistan	1	0.001
British Council S Ensemble Estimation Of Flood Risk In A Changing Climate Efracc Projects	1	0.001
British Council Through The Global Innovation Initiative	1	0.001
British Council Uk	1	0.001
British Council United Kingdom	1	0.001
British Ecological Society	1	0.001
British Ecological Society Bes	1	0.001
British Embassy In Guatemala	1	0.001
British Embassy San Jose	1	0.001
British Federation For Women Graduates	1	0.001
British Gas	1	0.001
British Geological Survey Bgs Ocean Geoscience Team	1	0.001
British Geological Survey Bgs Via The British University Funding Initiative	1	0.001
British Geological Survey Bufi Case Studentship Grant	1	0.001
British Geological Survey Bufigrant Bgs	1	0.001
British Geological Survey Climate And Landscape Change Theme	1	0.001
British Geological Survey Nerc Phd Studentship	1	0.001
British Geological Survey S Engineering Geology Program	1	0.001
British Geological Survey S Monitoring And Forecasting Topic	1	0.001
British Geological Survey University Funding Initiative Ph D Studentship	1	0.001
British Geological Survey University Funding Initiative Studentship	1	0.001
British Geomorphological Society	1	0.001
British Geophysical Association	1	0.001
British Hydrological Society	1	0.001
British International Helicopters Ltd In The Falkland Islands	1	0.001
British National Environment Research Council	1	0.001
British Oceanographic Data Centre Bodc	1	0.001
British Open Government License British Antarctic Survey	1	0.001
British Ornithologists Union Bou	1	0.001
British Ornithologists Union Bou In 2013	1	0.001
British Overseas Territories Environment Programme Otep	1	0.001
British Petroleum Bp Through The Bp Institute At Scripps Institution Of Oceanography Sio	1	0.001
British Petroleum Bp Through The Florida Institute Of Oceanography Fio Fio	1	0.001
British Petroleum Canada	1	0.001
British Petroleum Exploration Ak	1	0.001
British Petroleum The Gulf Of Mexico Research Initiative	1	0.001
British Royal Society University	1	0.001
British Russian Project Multiplatform Remote Sensing Of The Impact Of Climate Change On The Northern Forests Of Russia By The Ministry Of Science And Higher Education Of The Russian Federation	1	0.001
British School At Rome	1	0.001
British Society For Geomorphology Bsg	1	0.001
British Society For Geomorphology Postgraduate Research Grant	1	0.001
British Society For Geomorphology Wiley Blackwell	1	0.001
British University Funding Initiative Bufi Studentship Award From The Natural Environment Research Council British Geological Survey Bgs	1	0.001
Brittany Council	1	0.001
Brittany Region As Part Of The Paleoecology Of Alexandrium Minutum Dans La Rade De Brest Marche	1	0.001
Brittany Region Conseil General Du Finistere France	1	0.001
Brno University Of Technology	1	0.001
Broad Agency Announcement Program	1	0.001
Broad Memorial Award	1	0.001
Broad Memorial Fund	1	0.001
Broadacre Agriculture Initiative	1	0.001
Broads Authority	1	0.001
Brockmann Consult	1	0.001
Brodie	1	0.001
Bromley Charitable Trust	1	0.001
Brook Byers Institute For Sustainable Systems	1	0.001
Brookhaven National Laboratory Laboratory Directed Research And Development Program	1	0.001
Broward Women Association Scholarship	1	0.001
Brown Presidential Postdoctoral Fellowship	1	0.001
Brown University Graduate School	1	0.001
Brown University Presidential Fellowship	1	0.001
Brown University Seed Funds For International Research Projects On The Environment	1	0.001
Brown University Through The Ri C Aim Program National Science Foundation Epscor Award	1	0.001
Brown University Undergraduate Teaching And Research Award Utra	1	0.001
Brown University Usa	1	0.001
Brown University Voss Postdoctoral Research Fellowship	1	0.001
Browse Lng Development Joint Venture Participants Through The Operator Woodside Energy	1	0.001
Brunel Research Initiative And Enterprise Fund 2017 18 Bul Brief At The Brunel University London	1	0.001
Brunel Research Initiative And Enterprise Fund Bul Brief At The Brunel University London	1	0.001
Brunel Research Initiative Enterprise Fund Brief	1	0.001
Brunel University London	1	0.001
Brunel University London Bul	1	0.001
Brunel University London Through The Brunel Research Initiative	1	0.001
Brunel University London Through The Brunel Research Initiative And Enterprise Fund	1	0.001
Brunnen	1	0.001
Bruton Jr Endowed Fellowship	1	0.001
Bryce Rhodes Of The Www Foundation	1	0.001
Bryn Mawr College	1	0.001
Bryn Mawr College Summer Science Research Fellowship Program	1	0.001
Bs Ac Jubilee Trust	1	0.001
Bsc Physics Program At The Ucr	1	0.001
Bsf Nsf	1	0.001
Bsfrf	1	0.001
Bsg	1	0.001
Bsg Postgraduate Research Grant	1	0.001
Bsh Hamburg	1	0.001
Bshpg Of Ras	1	0.001
Bsip	1	0.001
Bssa Editorial Office	1	0.001
Bst Uw 2016 Polish Ministry Of Education And Science	1	0.001
Bsu Chapter Of Sigma Xi	1	0.001
Bsu S Aspire Program	1	0.001
Bu Ali Sina University Deputy Of Research And Technology	1	0.001
Buaa For Graduate Innovation And Practice	1	0.001
Buck Lab For Climate And Environment	1	0.001
Buckinghamshire County Council	1	0.001
Budget Of Pacific Oceanological Institute Far East Branch Russian Academy Of Sciences	1	0.001
Buenos Aires Zoo	1	0.001
Buenos Aires Zoo To Diego Albareda	1	0.001
Buet	1	0.001
Bufeng 1 Application Extension Program Of The China Spacesat Co Ltd	1	0.001
Bufeng 1 Application Extension Program Of The China Spacesat Company Ltd	1	0.001
Buffet Institute For Global Studies	1	0.001
Building Operational Sustainable Services For Gmes Boss4gmes	1	0.001
Bule Hora University Ethiopia	1	0.001
Bulgarian Academy Of Sciences	1	0.001
Bulgarian Antarctic Institute	1	0.001
Bulgarian Ministry Of Education And Science	1	0.001
Bulgarian Science Fund Of The Ministry Of Education And Science	1	0.001
Bullard Fellowship Award Through The University Of Hawaii	1	0.001
Bun Desministerium Fur Wirtschaft Und Energie	1	0.001
Bundesamt Fur Kartographie Und Geodasie	1	0.001
Bundesamt Fur Kartographie Und Geodasie Bkg Frankfurt A M Germany	1	0.001
Bundesamt Fur Kartographie Und Geodasie Germany	1	0.001
Bundesamt Fur Naturschutz Bfn	1	0.001
Bundesamt Fur Seeschifffahrt Und Hydrographie Bsh	1	0.001
Bundesanstalt Fur Geowissenschaften Und Rohstoffe Bgr	1	0.001
Bundesministerium For Bildung Und Forschung Bmbf Bioacid Grant	1	0.001
Bundesministerium For Bildung Und Forschung Bmbf Sopran Grant	1	0.001
Bundesministerium Fuer Bildung Und Forschung	1	0.001
Bundesministerium Fuer Bildung Und Forschung Bmbf In The Project Ewatec Coast	1	0.001
Bundesministerium Fur Bildung Und Forschung Berlin Under Grant Clivar Marin2	1	0.001
Bundesministerium Fur Bildung Und Forschung Bmbf As Part Of The Sopran Project	1	0.001
Bundesministerium Fur Bildung Und Forschung Bmbf Bonn Germany Within The Project Tracing Human And Climate Impacts In South Africa Traces	1	0.001
Bundesministerium Fur Bildung Und Forschung Bmbf Through The Projects Nordatlantik And Race	1	0.001
Bundesministerium Fur Digitalisierung Und Wirtschaftsstandort	1	0.001
Bundesministerium Fur Ernahrung Und Landwirtschaft	1	0.001
Bundesministerium Fur Forschung Und Technologie Race Grant	1	0.001
Bundesministerium Fur Verkehr And Digitale Infrastruktur Federal Ministry Of Transport And Digital Infrastructure Germany	1	0.001
Bundesministerium Fur Verkehr Bau Und Wohnungswesen	1	0.001
Bundesministerium Fur Verkehr Bau Und Wohnungswesen Bmvbw	1	0.001
Bundesministerium Fur Wirtschaft Bmwi Berlin Via German Space Agency Dlr Bonn	1	0.001
Bundesministerium Fur Wirtschaft Und Energie Berlin Via The German Space Agency Dlr Bonn	1	0.001
Bundle Project Water Resources In The Aksu Tarim River Catchment Of Western China	1	0.001
Bureau Of Economic Geology John A And Katherine G Jackson School Of Geosciences The University Of Texas At Austin	1	0.001
Bureau Of Economic Geology University Of Texas	1	0.001
Bureau Of Education Hunan Province China	1	0.001
Bureau Of Faculty Research At Western Washington University	1	0.001
Bureau Of Humanitarian Assistance U S Agency For International Development	1	0.001
Bureau Of International Cooperation	1	0.001
Bureau Of Land Management Arctic District Office	1	0.001
Bureau Of Meteorology Australian Government	1	0.001
Bureau Of Meteorology Bluelink Modelling Program	1	0.001
Bureau Of Meteorology Water Division Through The Wirada	1	0.001
Bureau Of Mineral And Petroleum Nuuk	1	0.001
Bureau Of Mines Ministry Of Economic Affairs Taiwan	1	0.001
Bureau Of Ocean And Energy Management	1	0.001
Bureau Of Ocean Energy	1	0.001
Bureau Of Ocean Energy Management Arcwest Program United States	1	0.001
Bureau Of Ocean Energy Management Boem U S Dept Of The Interior	1	0.001
Bureau Of Ocean Energy Management Boem Usa	1	0.001
Bureau Of Ocean Energy Management Chaoz Program United States	1	0.001
Bureau Of Ocean Energy Management Chaoz X Program United States	1	0.001
Bureau Of Ocean Energy Management Contract	1	0.001
Bureau Of Ocean Energy Management Environmental Studies Program	1	0.001
Bureau Of Ocean Energy Management Formally The Minerals Management Service	1	0.001
Bureau Of Ocean Energy Management Regulation And Enforcement Boemre	1	0.001
Bureau Of Ocean Energy Management Through The Coastal Marine Institute At The University Of Alaska Fairbanks	1	0.001
Bureau Of Ocean Energy Management Wamost Project	1	0.001
Bureau Of Offshore Energy Management	1	0.001
Bureau Of Reclamation Bor Science And Technology Program	1	0.001
Bureau Of Research Of New Jersey Department Of Transportation	1	0.001
Bureau Of Safety And Environmental Enforcement	1	0.001
Bureau Of Safety And Environmental Enforcement Bsee	1	0.001
Bureau Of Standards Metrology And Inspection Of The Republic Of China Taiwan	1	0.001
Bureau Veritas	1	0.001
Bureau Waardenburg	1	0.001
Burning In The Southeast Asian Maritime Continent Solving Smoke Direct And Semi Direct Radiative Forcing Through Aeronet And Mplnet Constraint Under The Rui Grant From University Sains Malaysia Usm	1	0.001
Burt And Deedee Mcmurtry Fellowship	1	0.001
Bush Blitz Phd Research Supplement	1	0.001
Bushflre And Natural Hazards Collaborative Research Centre Grant Improving Flood Forecast Skill Using Remote Sensing Data	1	0.001
Business And Rural Development	1	0.001
Business Finland Co Creation Project Eodie Earth Observation Data Information Extractor	1	0.001
Business Finland Project 3D Lidar Ecosystem	1	0.001
By Cnrs Insu	1	0.001
Bycatch Reduction Engineering Program	1	0.001
Byonic Erc	1	0.001
Byonic Erc Award	1	0.001
Byrd Polar And Climate Research Center Ohio State University	1	0.001
Byrd Polar And Climate Research Center Under Nsf Opp	1	0.001
Byrd Polar And Climate Research Center Under Nsf Opp Awards	1	0.001
Bzg	1	0.001
C Change International Community University Research Alliance Icura	1	0.001
C Change International Community University Research Alliance International Development Research Centre	1	0.001
C Change International Community University Research Alliance Social Sciences And Humanities Research Council	1	0.001
C E P Foundation	1	0.001
