Funding Agencies	Record Count	% of 8,505
Department Of The Interior S Bureau Of Ocean Energy Management Regulation And Enforcement Boemre	1	0.012
Design And Construction Technology Of Gully Slope Treatment Project Based On Ecological Safety	1	0.012
Deutsche Bundesstiftung Umwelt Dbu	1	0.012
Deutsche Bundesstiftung Umwelt Dbu German Federal Environmental Foundation	1	0.012
Deutsche Bundesstiftung Umwelt German Federal Environmental Foundation	1	0.012
Deutsche Forschungsgemeinschaft Cosele	1	0.012
Deutsche Forschungsgemeinschaft Dfg In The Framework Of The Priority Program Spp1257 Mass Transport And Mass Distribution In The System Earth	1	0.012
Deutsche Forschungsgemeinschaft Dfg Through Grant Corsea As Part Of The Special Priority Programme	1	0.012
Deutsche Forschungsgemeinschaft Dfg Through The Clisap Excellence Cluster	1	0.012
Deutsche Forschungsgemeinschaft Dfg Through The Research Training Group 1620 Models Of Gravity	1	0.012
Deutsche Forschungsgemeinschaft Through The German Ministry For Education And Research Bmbf	1	0.012
Deutsches Klimarechenzentrum Dkrz Scientific Steering Committee Wla	1	0.012
Dewfora Ec Fp7 Projects	1	0.012
Dfg Funded Excellence Cluster Clisap Of The Universitat Of Hamburg	1	0.012
Dfg Under The Belmont Forum Cra On Coastal Vulnerability	1	0.012
Dfg Within The Project Uhr Gravdat	1	0.012
Dfid Royal Society Africa Capacity Building Initiative	1	0.012
Dfid Royal Society Africa Capacity Building Initiative Rs Dfid	1	0.012
Dfo	1	0.012
Dfo S Aquatic Climate Change Adaptation Services Program Accasp	1	0.012
Dfo S Centre For Ocean Model Development For Applications Comda	1	0.012
Dga Aid	1	0.012
Dga Under The Synbios Project	1	0.012
Dgis Unesco Ihe Programmatic Cooperation Dupc Program Of Unesco Ihe	1	0.012
Diatom Arctic Project	1	0.012
Diatom Arctic Project Part Of The Changing Arctic Ocean Programme Ukri Nerc	1	0.012
Dipartimento Di Scienze Di Base E Fondamenti Of The Urbino University	1	0.012
Direction Generale De L Armement Dga	1	0.012
Direction Generale De L Armement Dga General Directorate For Armament	1	0.012
Direction Generale De L Armement Dga In The Context Of The Adetoc Project	1	0.012
Direction Generale Des Armees Dga France	1	0.012
Director Foundation	1	0.012
Director Innovation Foundation Of Ceode Cas	1	0.012
Director Innovation Foundation Of The Center For Earth Observation And Digital Earth Chinese Academy Of Sciences	1	0.012
Director S Fund Program	1	0.012
Directorate General Of Higher Education Dikti Ministry Of Research Technology And Higher Education Of The Republic Of Indonesia	1	0.012
Directorate General Of Higher Education Ministry Of National Education Of Indonesia Staff Mobility Bpptn Bh Ipb	1	0.012
Directorate Of Emergency Attention And Meteorology Of The Basque Government	1	0.012
Directorate Research And Social Services Directorate General Of Research Strengthening And Development Ministry Of Research And Technology National Research And Innovation Agency Republic Of Indonesi	1	0.012
Disaster Related Appropriation Supplemental Improving Forecasting And Assimilation Dras Ifaa	1	0.012
Disbef	1	0.012
Discipline Layout Project For Basic Research Of Shenzhen Science And Technology Innovation Committee	1	0.012
Dispea Dipartimento Di Scienze Pure E Applicate	1	0.012
Dispea Dipartimento Di Scienze Pure E Applicate Of The Urbino 65 University Grant	1	0.012
Dispea Research Grant	1	0.012
Distinguished Young Scholars In Remote Sensing Of China	1	0.012
Division For Earth And Life Sciences Alw	1	0.012
Dkrz	1	0.012
Dlr Ao Project	1	0.012
Dlr Space Administration	1	0.012
Dlr Space Administration By The Federal Ministry Of Economics And Technology	1	0.012
Dlr Space Administration By The German Bundesministerium Fur Wirtschaft Und Energie	1	0.012
Dlr Through The Terrasar X Science Project	1	0.012
Dlr Vo R Young Investigator Group Antarctic Research	1	0.012
Doctoral Foundation Of Henan Polytechnic University	1	0.012
Doctoral School In Civil And Environmental Engineering Of The Tallinn University Of Technology	1	0.012
Doctorate Fellowship Foundation Of Nanjing Forestry University	1	0.012
Doe U S Office Of Science	1	0.012
Dr Excellent Development Fund Of Beihang University	1	0.012
Dragon 3 Cooperation Programme From Both The European Space Agency And The Ministry Of Science And Technology Of China	1	0.012
Dragon 3 Project	1	0.012
Dragon Iii Project Of Esa Most Dragon Cooperation	1	0.012
Dragon Iii Project Of The European Space Agency	1	0.012
Dst Center Of Excellence In Climate Studies Iit Bombay	1	0.012
Dst Centre Of Excellence In Climate Studies Iit Bombay	1	0.012
Dst Centre Of Excellence In Climate Studies Indian Institute Of Technology Bombay	1	0.012
Dst Fast Track Fellowship	1	0.012
Dst New Delhi Through Dst Rfbr	1	0.012
Dst Nrdms	1	0.012
Dt Insu	1	0.012
Dta	1	0.012
Dtinsu	1	0.012
Dtu Space	1	0.012
Duacs	1	0.012
Dutch Rijkswaterstaat	1	0.012
E Plan Of The Spanish Government And Escenarios	1	0.012
E U In The Context Of The Fp7 People Cofund Beipd Project	1	0.012
E Wave Project	1	0.012
Eads Casa Espacio	1	0.012
Eaiist Project	1	0.012
Earth And Space Science Graduate Fellowship	1	0.012
Earth And Space Sciences Fellowship	1	0.012
Earth Observatory Of Singapore Eos	1	0.012
Earth Observing System Data And Information System Eosdis	1	0.012
Earth Science Technology Office	1	0.012
Earth Science Technology Office Under Nasa	1	0.012
Earth Sciences Sector	1	0.012
Earth Scope Yakima Lidar Project Washington	1	0.012
Earth Simulator Center Yokohama Institute For Earth Sciences Jamstec Japan	1	0.012
Earth System Science Organisation Ministry Of Earth Sciences	1	0.012
Earth System Science Organization Esso Indian National Centre For Ocean Information Services Incois Ministry Of Earth Sciences Government Of India	1	0.012
Earth System Science Organization Esso Indian National Centre For Ocean Information Services Incois Ministry Of Earth Sciences Moes	1	0.012
Earth System Science Organization Indian National Centre For Ocean Information Services Incois Ministry Of Earth Sciences Government Of India	1	0.012
Earth Systems Doctoral School Fct Project University Of Lisbon	1	0.012
Earth Water Institute	1	0.012
East Carolina University	1	0.012
East I Ministry Of Oceans And Fisheries Korea	1	0.012
Ec Fp7 Research Project Kulturisk	1	0.012
Ec Mast Iii Diadem	1	0.012
Ec Sixth Franework Program	1	0.012
Ec2co Insu Cnrs	1	0.012
Eccc	1	0.012
Ecco Godae Group	1	0.012
Ecco2 Project	1	0.012
Eclisea European Advances On Climate Services For Coasts And Seas Project	1	0.012
Ecmwf Copernicus	1	0.012
Ecole Centrale Nantes	1	0.012
Ecole Polytechnique Institut Polytechnique De Paris	1	0.012
Ecoop	1	0.012
Ecos Nord Grant	1	0.012
Ecos Sud	1	0.012
Eddy Resolving Global Ocean Prediction Including Tides	1	0.012
Efri Accuracy Assessment And Change Update Approaches Project From Forestry Futures Trust Ontario Award	1	0.012
El Programa Nacional De Movilidad De Recursos Humanos Del Plan Nacional De I D I	1	0.012
Embl	1	0.012
Emerging Frontier Area Efa Scheme Of Research Institute For Sustainable Urban Development Risud Of The Hong Kong Polytechnic University	1	0.012
Enap Colombian Army	1	0.012
Enea Italy	1	0.012
Energy Research Institute Eri N	1	0.012
Envi Med Program	1	0.012
Environment And Clean Energy Project Seasonal To Decadal Changes Affecting Marine Productivity An Interdisciplinary Investigation Scampi	1	0.012
Environment And Climate Eu Agora	1	0.012
Environment And Climate Eu Enact Project	1	0.012
Environment Research And Technology Development Fund Of The Environmental Restoration And Conservation Agency	1	0.012
Environmental Research Observatory Ore Hybam	1	0.012
Environmental Research Programme Of The Nordic Council Of Ministers Nmr	1	0.012
Environmental Studies Research Fund Esrf	1	0.012
Eodyn	1	0.012
Eoforchina Danida Project	1	0.012
Eoforchina Project	1	0.012
Eoforchina Project Ministry Of Foreign Affairs Of Denmark	1	0.012
Eqc	1	0.012
Equipment Advance Research Project	1	0.012
Era Net	1	0.012
Era Net C Rus Project Exosystem	1	0.012
Era Net Rus Plus St Project	1	0.012
Era4cs European Research Area For Climate Services	1	0.012
Erasmus	1	0.012
Erasmus Mundus Scholarships	1	0.012
Erasmus Mundus Willpower Fellowship	1	0.012
Esa As Part Of The Seastate Cci Project Of The Climate Change Initiative Cci	1	0.012
Esa Baltic Sea Level Project	1	0.012
Esa Cci C Lakes Project	1	0.012
Esa Cci Initiative	1	0.012
Esa Cci Lakes C Cci C Phase 1 New Ecvs Lakes	1	0.012
Esa Cci Sea Level Budget Closure Project	1	0.012
Esa Cci Sea Level Initiative	1	0.012
Esa Climate Change Initiative	1	0.012
Esa Climate Change Initiative Cci	1	0.012
Esa Climate Change Initiative For The Greenland Ice Sheet Via Esa Esrin Contract	1	0.012
Esa Climate Change Initiative Grant	1	0.012
Esa Climate Change Initiative Program	1	0.012
Esa Climate Change Initiative Sea Ice Cci Project	1	0.012
Esa Climate Change Initiative Sea Ice Project Sicci	1	0.012
Esa Coastalt Esa Esrin	1	0.012
Esa Contract	1	0.012
Esa Contract Sea Level Cci	1	0.012
Esa Cryo Seanice Project	1	0.012
Esa Cryosat 2 Success Over Inland Water And Land Crucial Project	1	0.012
Esa Cryosat Antarctica Ocean Project	1	0.012
Esa Cryosat Land Validation	1	0.012
Esa Cryosat Plus For Oceans Cp4o Project Esrin	1	0.012
Esa Cryosat2 Success Over Inland Water And Land Crucial Project	1	0.012
Esa Cryoseanice Project	1	0.012
Esa Cryoval Si Project	1	0.012
Esa Data User Element Due Under The Esa Esrin	1	0.012
Esa Dragon 4 Program	1	0.012
Esa Due Esurge Esa Esrin	1	0.012
Esa Engineer Grant Esa Cci Project	1	0.012
Esa Eo Science For Society Liam Project	1	0.012
Esa Esrin Contract	1	0.012
Esa Esrin Project Cat 1	1	0.012
Esa Esrin Sea Ice Cci	1	0.012
Esa Estec Faculty	1	0.012
Esa Expro Snow	1	0.012
Esa Gasflux Project	1	0.012
Esa Goce Hpf	1	0.012
Esa Heracles Project	1	0.012
Esa Ice Sheets Climate Change Initiative	1	0.012
Esa In The Frame Of The Sea Level Cci Project	1	0.012
Esa In The Framework Of The Alcantara Program	1	0.012
Esa In The Scope Of The Sea Level Project Of The Climate Change Initiative Cci	1	0.012
Esa Living Planet Fellowhip	1	0.012
Esa Living Planet Fellowship	1	0.012
Esa Most China Dragon5 Program	1	0.012
Esa Most Dragon 3 Cooperation Program	1	0.012
Esa Most Dragon 4 Cooperation Program	1	0.012
Esa Most Dragon 4 Project	1	0.012
Esa Most Dragon 5 Project	1	0.012
Esa Nrs Prodex Project Igoce	1	0.012
Esa Nrscc Dragon 5 Project	1	0.012
Esa Nrscc Scientific Cooperation Project On Earth Observation Science And Applications Dragon 5	1	0.012
Esa Prodex Project	1	0.012
Esa Project Exploiting Cygnss Gnss R Over Land And Ocean For Geophysics Ecology	1	0.012
Esa Project Glacierscci	1	0.012
Esa Project Potentials For Gnss R Over Land	1	0.012
Esa Project Sentinel 1 A Mission Performance Center	1	0.012
Esa Project Sentinel 1 Ocean Study	1	0.012
Esa Project Worldwater	1	0.012
Esa S Cryosat Antarctic Ocean	1	0.012
Esa S Expro Snow	1	0.012
Esa S Goce Dycot Project	1	0.012
Esa S Goce User Toolbox Gut Project	1	0.012
Esa S Scientific Data Exploitation Element Of The Earth Observation Envelope Programme Eoep 5 Baltic Regional Initiative	1	0.012
Esa Scientific Exploitation Of Operational Missions Seom Living Planet Fellowship Oceanus	1	0.012
Esa Sea Ice Cci Project	1	0.012
Esa Sea Level Cci Project	1	0.012
Esa Sea Level Cci Project Esrin	1	0.012
Esa Seom S1oceanstudy Program	1	0.012
Esa Smos Nino15 Project	1	0.012
Esa Smos Storm Ccn Contract	1	0.012
Esa Smos Storm Project	1	0.012
Esa Stse	1	0.012
Esa Stse Goce Dycot Project Via Esa	1	0.012
Esa Stse Project Coa Stalt Esa Esrin	1	0.012
Esa Stse Support To Science Element Program	1	0.012
Esa Through The Climate Change Initiative Cci Projects Antarctic Ice Sheet Cci	1	0.012
Esa Through The Icemass Stse	1	0.012
Esa Through The Mpc S3 Project	1	0.012
Esa Under Globcurrent Due Project	1	0.012
Esa Under Ipy Ao	1	0.012
Esa Under The Globcurrent Project	1	0.012
Esa Under The Sea State Cci Project	1	0.012
Esa Within Esa S Support To Science Element Program	1	0.012
Esa Within Restrained Dataset Project	1	0.012
Eseas Ri Eu Project	1	0.012
Esf Cooperation Project	1	0.012
Esf Euromargins	1	0.012
Esi	1	0.012
Esmee Fairbairn Foundation	1	0.012
Esoc	1	0.012
Esso Incois Ministry Of Earth Sciences India	1	0.012
Esso Incois Ministry Of Earth Sciences Moes Government Of India	1	0.012
Essp Icao	1	0.012
Estonian Environmental Technology	1	0.012
Estonian Environmental Technology R D Programme Kesta	1	0.012
Estonian Land Board	1	0.012
Estonian Land Board Under The License	1	0.012
Eth Zurich	1	0.012
Eth Zurich Postdoctoral Fellowship	1	0.012
Etienne Bourgois	1	0.012
Eu 7Th Framework Project Coconet	1	0.012
Eu Enact	1	0.012
Eu Eranet Resourcecode	1	0.012
Eu Feder And Spanish Grant From The Miccin Gnssr4smosops	1	0.012
Eu Feder Icrea Academia Award From The Catalan Government	1	0.012
Eu Fp 6 Project Damocles	1	0.012
Eu Fp7 2007 2013	1	0.012
Eu Fp7 Lotus Project Preparing Land And Ocean Take Up From Sentinel 3	1	0.012
Eu Fp7 Myocean	1	0.012
Eu Fp7 Project Astarte Assessment Strategy And Risk Reduction For Tsunamis In Europe	1	0.012
Eu Fp7 Project Naclim	1	0.012
Eu Funding Perseus Grant	1	0.012
Eu Gocina	1	0.012
Eu H2020 Onion Project	1	0.012
Eu H2020 Program	1	0.012
Eu H2020 Program Through The Atlantos Project	1	0.012
Eu Horizon 2020 Project Atlantos	1	0.012
Eu Horizon 2020 Project Blue Action	1	0.012
Eu Intaros Project	1	0.012
Eu Mersea	1	0.012
Eu Programme Era4cs Through The Windsurfer Project	1	0.012
Eu Project Fp7 Groom	1	0.012
Eu Project Fp7 Jerico	1	0.012
Eu Project Fp7 Perseus	1	0.012
Eu Project Sidarus	1	0.012
Eu S Horizon 2020 Receipt	1	0.012
Eu Structural Funds Via The Dora Program	1	0.012
Eu Through H2020 Infraia 2014 Program Project Jerico Next	1	0.012
Eufar Project Under The Nerc Airborne Research And Survey Facility	1	0.012
Eumetsat Cnes France	1	0.012
Eumetsat Through Cm Saf	1	0.012
European 1Nseapt1on Project Era4cs	1	0.012
European Aeronautic Defense And Space Company	1	0.012
European Atantos Project	1	0.012
European Commission Arctic Mfc Project	1	0.012
European Commission Copernicus Marine Service	1	0.012
European Commission Copernicus Program	1	0.012
European Commission European Union Under Fp7 People Regional National And International Programmes Ga	1	0.012
European Commission For Supporting This Research Within The Seven Frame Work Programme Fp7	1	0.012
European Commission Gmes Framework	1	0.012
European Commission S 7Th Framework Programme	1	0.012
European Commission Through The Goce Mdt Project	1	0.012
European Commission Within The Connecting Europe Facility Cef Transport Sector	1	0.012
European Commission Within The Gmes	1	0.012
European Commission Within The Gmes Program	1	0.012
European Commissions As Part Of The Copernicus Cmems Tac Program	1	0.012
European Commissions Copernicus Cmems Tac Program	1	0.012
European Community S Seventh Framework Programme Fp7	1	0.012
European Copernicus Marine Environment Monitoring Service Cmems	1	0.012
European Copernicus Programme	1	0.012
European E Aims Project	1	0.012
European Economic Area Eea Financial Mechanism 2014 2021 Baltic Research Programme	1	0.012
European Economic Area Financial Instrument Programme National Climate Policy	1	0.012
European Feder Fund	1	0.012
European Fp6 Transfer Project	1	0.012
